,title,release_year,popularity
8752,"The Irony of Fate, or Enjoy Your Bath!",1975,2.694572
8753,Night Moves,1975,4.132633
8754,The Passenger,1975,9.202533
8755,Hand of Death,1976,4.070091
8756,Sister Street Fighter,1974,0.616558
8757,Supervixens,1975,4.363355
8758,Trilogy of Terror,1975,1.488031
8759,1900,1976,6.317822
8760,Small Change,1976,1.830794
8761,Twenty Days Without War,1977,0.845133
8762,From Noon Till Three,1976,1.695541
8763,Futureworld,1976,6.265857
8764,Harlan County U.S.A.,1976,1.595006
8765,Hollywood Boulevard,1976,1.586171
8766,The Marquise of O,1976,1.559108
8767,Mistress,1975,1.140189
8768,The Message,1977,8.119925
8769,The Missouri Breaks,1976,2.615078
8770,A Slave of Love,1976,0.660643
8771,Silver Streak,1976,8.254209
8772,Up!,1976,2.342003
8773,Who Can Kill a Child?,1976,3.330335
8774,ABBA - The Movie,1977,1.558664
8775,Demon Seed,1977,4.578201
8776,High Anxiety,1977,5.101153
8777,The Man Who Loved Women,1977,7.623327
8778,The Hound of the Baskervilles,1978,0.548818
8779,Place without Limits,1978,0.000308
8780,"New York, New York",1977,6.453433
8781,Providence,1977,1.281044
8782,Sorcerer,1977,13.966833
8783,The Turning Point,1977,1.118538
8784,The Rutles: All You Need Is Cash,1978,2.703857
8785,Brass Target,1978,0.91779
8786,Capricorn One,1977,10.719499
8787,The Five Venoms,1978,2.502956
8788,Gates of Heaven,1978,4.027423
8789,Last Hurrah for Chivalry,1979,0.549026
8790,Harper Valley P.T.A.,1978,0.870303
8791,The Hobbit,1977,16.425868
8792,In Praise Of Older Women,1978,2.015948
8793,Parts: The Clonus Horror,1979,0.008673
8794,The Grapes of Death,1978,1.125715
8795,The Adventures of Picasso,1978,1.255319
8796,Snake in the Eagle's Shadow,1978,10.752763
8797,A Wedding,1978,0.88473
8798,Best Boy,1979,0.035437
8799,French Fried Vacation 2,1979,5.921814
8800,Buffet Froid,1979,1.540335
8801,Hair,1979,5.259089
8802,I as in Icarus,1979,14.958978
8803,The In-Laws,1979,3.336115
8804,Love at First Bite,1979,2.738421
8805,La Luna,1979,3.651899
8806,Opening Night,1977,4.692033
8807,Quintet,1979,1.012883
8808,Rockers,1978,0.718371
8809,Starting Over,1979,0.597398
8810,Children's Island,1980,2.459595
8811,Defiance,1980,2.068784
8812,The Hitch Hikers Guide to the Galaxy,1981,2.442825
8813,Genocide,1982,0.25
8814,Peter-No-Tail,1981,0.545722
8815,Treasure of the Yankee Zephyr,1981,1.495604
8816,Smiley's People,1982,1.809791
8817,The Scarlet Pimpernel,1982,1.636045
8818,Bad Boys,1983,3.313524
8819,Barefoot Gen,1983,2.28696
8820,Blue Thunder,1983,10.456371
8821,D.C. Cab,1983,1.730043
8822,The Day After,1983,10.099175
8823,Deal of the Century,1983,2.403016
8824,Doctor Detroit,1983,8.591768
8825,Eddie Murphy: Delirious,1983,5.762754
8826,El Norte,1983,4.358487
8827,Lianna,1983,0.957027
8828,"Merry Christmas, Mr. Lawrence",1983,4.455913
8829,The Pirates of Penzance,1983,2.555585
8830,The Raiders of Atlantis,1983,0.804308
8831,First Name: Carmen,1983,2.094005
8832,Rock & Rule,1983,2.066433
8833,Sugar Cane Alley,1983,0.004425
8834,Rumble Fish,1983,8.20519
8835,The Makioka Sisters,1983,0.875383
8836,Star 80,1983,4.119518
8837,The Star Chamber,1983,5.838449
8838,Strange Invaders,1983,2.430068
8839,Stroker Ace,1983,6.98584
8840,To Be or Not to Be,1983,8.378174
8841,Twilight Zone: The Movie,1983,5.836054
8842,The Fourth Man,1983,3.034972
8843,Suburbia,1984,1.778848
8844,Yellowbeard,1983,9.290415
8845,One Deadly Summer,1983,1.786832
8846,Another Country,1984,2.648073
8847,Boy Meets Girl,1984,1.156252
8848,Choose Me,1984,1.069152
8849,A Christmas Carol,1984,7.199078
8850,Cloak & Dagger,1984,9.735023
8851,Comfort and Joy,1984,4.772901
8852,Dangerous Moves,1984,0.762348
8853,Electric Dreams,1984,4.094509
8854,The Ewok Adventure,1985,5.056089
8855,The Hit,1984,3.729553
8856,The Ice Pirates,1984,3.291281
8857,Irreconcilable Differences,1984,1.704114
8858,The Last Polka,1985,0.008326
8859,Next of Kin,1984,1.046297
8860,Full Moon in Paris,1984,1.860248
8861,Racing with the Moon,1984,10.941991
8862,"Silent Night, Deadly Night",1984,3.81324
8863,The Times of Harvey Milk,1984,2.496262
8864,Drunken Tai Chi,1984,1.295722
8865,What Have I Done to Deserve This?,1984,2.154915
8866,Anne of Green Gables,1985,7.222048
8867,Asterix vs. Caesar,1985,7.174178
8868,Barbarian Queen,1985,1.424291
8869,Beer,1985,0.240169
8870,Bliss,1985,0.40319
8871,Creator,1985,3.650143
8872,Death of a Salesman,1985,3.815502
8873,Demons,1985,11.477701
8874,Ewoks: The Battle for Endor,1985,10.002017
8875,Heaven Help Us,1985,3.568487
8876,Mr. Vampire,1985,4.191925
8877,Police Story,1985,6.489294
8878,Mishima: A Life in Four Chapters,1985,8.591834
8879,9 Deaths of the Ninja,1985,0.956302
8880,Peter-No-Tail in Americat,1985,0.446533
8881,The Quiet Earth,1985,7.782919
8882,Spies Like Us,1985,6.310054
8883,The Stuff,1985,7.394892
8884,Target,1985,1.715126
8885,The Unknown Soldier,1985,0.770922
8886,Vision Quest,1985,5.504082
8887,White Nights,1985,3.043177
8888,’Round Midnight,1986,2.130832
8889,Asterix in Britain,1986,5.711211
8890,The Best of Times,1986,5.655712
8891,Club Paradise,1986,4.079853
8892,Dead End Drive-In,1986,1.054406
8893,Flodder,1986,6.702844
8894,Ginger and Fred,1986,1.466097
8895,Nobody's Fool,1986,0.088621
8896,The Sacrifice,1986,5.001997
8897,The Park is Mine,1985,4.476443
8898,Sherman's March,1985,0.003553
8899,Solarbabies,1986,1.278665
8900,A Better Tomorrow,1986,9.488593
8901,Dragons Forever,1988,4.105262
8902,G.I. Joe: The Movie,1987,1.806553
8903,Hell Comes to Frogtown,1988,6.004236
8904,Where Is My Friend's House?,1987,2.050506
8905,Leif,1987,0.007685
8906,Law of Desire,1987,12.009833
8907,Malone,1987,4.904109
8908,Pathfinder,1987,2.372321
8909,Prince of Darkness,1987,8.587231
8910,A Chinese Ghost Story,1987,7.792253
8911,Street Smart,1987,7.721588
8912,Weeds,1987,0.11729
8913,The Whales of August,1987,2.070503
8914,A Better Tomorrow II,1987,4.536307
8915,Ashik Kerib,1988,0.000308
8916,The Bourne Identity,1988,1.723682
8917,Cannibal Women in the Avocado Jungle of Death,1989,0.807143
8918,Cobra Verde,1987,6.115623
8919,Comic Book Confidential,1988,1.687838
8920,Dominick and Eugene,1988,2.818797
8921,Jack's Back,1988,2.06747
8922,Killer Klowns from Outer Space,1988,6.906831
8923,Moonwalker,1988,15.276746
8924,Alice,1988,7.906525
8925,Pascali's Island,1988,0.948693
8926,Prison,1988,11.582419
8927,Split Decisions,1988,0.837509
8928,Tales from the Gimli Hospital,1988,0.003553
8929,Landscape in the Mist,1988,2.127594
8930,Life Is a Long Quiet River,1988,4.520077
8931,A World Apart,1988,6.410191
8932,Common Threads: Stories from the Quilt,1989,0.544277
8933,Kiki's Delivery Service,1989,12.220581
8934,Monsieur Hire,1989,1.561092
8935,Moon 44,1990,5.854206
8936,Rikyu,1989,0.280394
8937,Speaking Parts,1989,1.132456
8938,Prime Suspect,1991,2.104104
8939,Boiling Point,1990,1.961194
8940,Almost an Angel,1990,2.862209
8941,Black Rainbow,1989,0.621116
8942,Cry-Baby,1990,8.290384
8943,Bullet in the Head,1990,3.990633
8944,Downtown,1990,1.026053
8945,Frankenhooker,1990,5.097791
8946,The Garden,1990,1.177019
8947,Ghost Dad,1990,3.501
8948,Hard to Kill,1990,7.176601
8949,Havana,1990,10.10753
8950,Shipwrecked,1990,0.792706
8951,I Hired a Contract Killer,1990,2.894405
8952,Ju Dou,1990,3.499907
8953,The Krays,1990,2.545697
8954,Lionheart,1990,4.619068
8955,Narrow Margin,1990,9.382971
8956,Close-Up,1990,2.972346
8957,Nuns on the Run,1990,2.615488
8958,Patlabor: The Movie,1989,2.957731
8959,The Reflecting Skin,1990,3.918167
8960,Riff-Raff,1991,1.501241
8961,State of Grace,1990,9.411171
8962,Auntie Danielle,1990,2.467484
8963,Time to Kill,1989,0.188826
8964,"Welcome Home, Roxy Carmichael",1990,2.935552
8965,35 Up,1991,0.930397
8966,Days of Being Wild,1990,6.242263
8967,Across the Tracks,1991,1.437157
8968,Begotten,1990,2.592052
8969,Life on a String,1991,0.071589
8970,Cadence,1990,5.450197
8971,Closet Land,1991,1.456755
8972,Delusion,1991,0.156722
8973,Dollman,1991,1.82974
8974,Dutch,1991,8.237799
8975,Guilty by Suspicion,1991,2.458952
8976,Hearts of Darkness: A Filmmaker's Apocalypse,1991,4.617117
8977,High Strung,1991,3.019717
8978,Homicide,1991,7.571853
8979,Johnny Stecchino,1991,10.161042
8980,A Kiss Before Dying,1991,6.073468
8981,Riki-Oh: The Story of Ricky,1991,4.288435
8982,Light Sleeper,1992,7.468807
8983,The Linguini Incident,1991,0.073196
8984,Mannequin Two: On the Move,1991,2.62835
8985,Only Yesterday,1991,10.831775
8986,Once Around,1991,0.869616
8987,Other People's Money,1991,2.129442
8988,Out for Justice,1991,6.892056
8989,Prospero's Books,1991,1.572239
8990,Quigley Down Under,1990,12.620366
8991,Rubin and Ed,1991,0.523904
8992,Shout,1991,1.393986
8993,Stinsen brinner... filmen alltså,1991,0.074832
8994,Stone Cold,1991,4.173455
8995,Strangers in Good Company,1990,0.000578
8996,Surviving Desire,1992,0.306365
8997,All the Mornings of the World,1991,1.861979
8998,Assassin of the Tsar,1991,0.539697
8999,Wild Hearts Can't Be Broken,1991,6.254895
9000,Prime Suspect 2,1992,1.874711
9001,Aileen Wuornos: The Selling of a Serial Killer,1992,1.138615
9002,Barbarian Queen II: The Empress Strikes Back,1992,1.358164
9003,Captain America,1990,11.228156
9004,City Hunter,1993,8.087053
9005,The Oak,1992,0.515354
9006,Citizen Cohn,1992,0.209787
9007,Crossing The Bridge,1992,1.230968
9008,Diggstown,1992,3.622179
9009,Innocent Blood,1992,4.046861
9010,Johnny Suede,1991,2.010262
9011,Porco Rosso,1992,8.08304
9012,The Stolen Children,1992,1.231096
9013,LadyBugs,1992,2.386817
9014,The Mambo Kings,1992,4.705045
9015,Night and the City,1992,2.853018
9016,The Story of Qiu Ju,1992,2.063614
9017,Shining Through,1992,5.860319
9018,Sidekicks,1992,2.489661
9019,Tito and Me,1992,0.445655
9020,A Heart in Winter,1992,2.319313
9021,Visions of Light,1992,0.018596
9022,New Dragon Gate Inn,1992,3.677943
9023,Life and Nothing More...,1992,1.183477
9024,House of Angels,1992,1.43749
9025,Return to Lonesome Dove,1993,0.782922
9026,American Ninja 5,1993,1.322105
9027,The Baby of Mâcon,1993,4.46536
9028,Bad Boy Bubby,1993,10.521204
9029,The Bride with White Hair,1993,3.635789
9030,Barbarians at the Gate,1993,1.685697
9031,Calendar,1993,0.730484
9032,Cyborg 2,1993,4.456003
9033,Deadly Advice,1994,0.063417
9034,The Legend II,1993,2.649091
9035,Fortress,1992,5.970749
9036,The Puppetmaster,1993,0.102332
9037,Josh and S.A.M.,1993,0.768367
9038,Latcho Drom,1993,1.034063
9039,Leningrad Cowboys Meet Moses,1994,0.548989
9040,Mr. Nanny,1993,3.91475
9041,The Night We Never Met,1993,1.132307
9042,Philadelphia Experiment II,1993,1.155075
9043,The Positively True Adventures of the Alleged Texas Cheerleader Murdering Mom,1993,0.783454
9044,The Snapper,1993,1.14168
9045,Sonatine,1993,5.167934
9046,Splitting Heirs,1993,3.27076
9047,Tai-Chi Master,1993,3.193491
9048,Three of Hearts,1993,4.689828
9049,The Stand,1994,10.374919
9050,71 Fragments of a Chronology of Chance,1994,2.445019
9051,Naked Killer,1992,2.063454
9052,Dark Angel: The Ascent,1994,0.312543
9053,Darkman II: The Return of Durant,1995,4.366222
9054,Embrace of the Vampire,1995,4.537915
9055,Felidae,1994,2.225467
9056,Floundering,1994,0.457479
9057,Freaked,1993,3.256687
9058,Golden Gate,1994,0.165679
9059,Fist of Legend,1994,5.986773
9060,Paperback Romance,1994,0.122025
9061,Macross Plus: Movie Edition,1995,2.676365
9062,Major League II,1994,7.989181
9063,My Father the Hero,1994,2.459585
9064,"Take Care of Your Scarf, Tatiana",1994,0.471183
9065,Pumpkinhead II: Blood Wings,1994,2.138141
9066,A Pure Formality,1994,4.619677
9067,Staggered,1994,0.791416
9068,The Defender,1994,2.826801
9069,The Langoliers,1995,12.215925
9070,Blood & Donuts,1995,0.748734
9071,Gonin,1995,1.51489
9072,Kivenpyörittäjän kylä,1995,0.161568
9073,Last of the Dogmen,1995,3.205275
9074,Whisper of the Heart,1995,10.550235
9075,The Passion of Darkly Noon,1995,1.035019
9076,High Risk,1995,5.376026
9077,Street Fighter II: The Animated Movie,1994,6.878263
9078,Trinity And Beyond: The Atomic Bomb Movie,1995,2.305626
9079,Tromeo & Juliet,1996,5.704337
9080,Cannibal! The Musical,1993,6.612589
9081,A Summer's Tale,1996,2.207306
9082,Fetishes,1996,0.900057
9083,The God of Cookery,1996,1.880292
9084,Jack Frost,1997,5.764598
9085,The Hunters,1996,2.310913
9086,Drifting Clouds,1996,4.294364
9087,The Late Shift,1996,1.913719
9088,"Pretty Village, Pretty Flame",1996,2.245575
9089,My Man,1996,1.25783
9090,No Way Back,1995,7.529758
9091,No Way Home,1996,0.565625
9092,Pusher,1996,6.160414
9093,Robinson Crusoe,1997,8.739166
9094,Freakin' Beautiful World,1997,0.380149
9095,Sgt. Kabukiman N.Y.P.D.,1991,1.202655
9096,Earth,1996,1.502487
9097,Emma,1996,7.036457
9098,American Perfekt,1997,0.039858
9099,Bikini Summer III: South Beach Heat,1997,0.07183
9100,The Boxer,1997,2.997734
9101,The Brave,1997,8.269506
9102,Cremaster 5,1997,0.881401
9103,Executive Target,1997,1.086438
9104,Face,1997,2.135508
9105,Snow White: A Tale of Terror,1997,4.584166
9106,Gummo,1997,5.148375
9107,Hamilton,1998,2.526907
9108,Chicago Cab,1997,0.713223
9109,Kiss or Kill,1997,0.289738
9110,Destiny,1997,0.395469
9111,Mean Guns,1997,9.335084
9112,Men with Guns,1997,0.407747
9113,Nirvana,1997,3.376578
9114,Dance with the Devil,1997,2.919575
9115,Photographing Fairies,1997,0.910451
9116,Postman Blues,1997,0.6744
9117,Quicksilver Highway,1997,2.503972
9118,The Swindle,1997,0.760098
9119,Safe House,1998,1.108988
9120,"Sick: The Life and Death of Bob Flanagan, Supermasochist",1997,0.491945
9121,The Lion King 2: Simba's Pride,1998,9.417261
9122,Wishful Thinking,1996,0.326778
9123,From the Earth to the Moon,1998,3.22315
9124,Beowulf,1999,7.745765
9125,From Dusk Till Dawn 3: The Hangman's Daughter,1999,4.839043
9126,The Interview,1998,2.882197
9127,RKO 281,1999,5.170505
9128,From Dusk Till Dawn 2: Texas Blood Money,1999,13.778043
9129,"Torrente, the Dumb Arm of the Law",1998,3.809138
9130,Koko Flanel,1990,0.015894
9131,Bruno,2000,0.368794
9132,Dead Man's Curve,1998,1.753232
9133,Fudoh: The New Generation,1996,1.647619
9134,Gia,1998,9.632616
9135,Thursday,1998,4.311326
9136,Sophie's World,1999,2.315688
9137,Wavelength,1967,1.455266
9138,Who Am I?,1998,8.912292
9139,The Kingdom II,1997,0.553169
9140,Merlin,1998,9.30654
9141,Rogue Trader,1999,3.280984
9142,Breast Men,1997,8.190952
9143,A Murder of Crows,1999,9.284563
9144,"Bang, Boom, Bang",1999,3.931984
9145,Batman & Mr. Freeze: SubZero,1998,4.579735
9146,The Pentagon Wars,1998,2.227719
9147,A Place Called Chiapas,1998,0.179246
9148,Two Hands,1999,9.289588
9149,Brave New World,1998,2.610987
9150,Addams Family Reunion,1998,7.996398
9151,Thick as Thieves,1999,1.245812
9152,Set Me Free,1999,0.440391
9153,Claire Dolan,1998,1.233785
9154,Jigoku,1960,1.612618
9155,The Smashing Pumpkins: Vieuphoria,1994,0.002987
9156,The Class Trip,1998,0.46812
9157,Flowers of Shanghai,1998,1.409888
9158,The Hole,1998,0.578245
9159,Of Freaks and Men,1998,0.557552
9160,Das merkwürdige Verhalten geschlechtsreifer Großstädter zur Paarungszeit,1998,0.763398
9161,Purgatory,1999,0.683658
9162,Juha,1999,0.702021
9163,Lady Snowblood,1973,7.228457
9164,The Tough Ones,1999,0.559
9165,Takedown,2000,4.419472
9166,Bleeder,1999,2.996721
9167,Dil Se..,1998,1.891138
9168,The Bodyguard,1973,0.116019
9169,Vidocq,2001,11.195104
9170,Molokai: The Story of Father Damien,2002,0.213976
9171,Candyman: Day of the Dead,1999,8.259034
9172,The 4th Floor,1999,1.737961
9173,A Long Hot Summer,1999,0.261709
9174,The Batman Superman Movie: World's Finest,1998,4.030482
9175,The End of Evangelion,1997,6.228255
9176,The Life of Aleksis Kivi,2002,0.152893
9177,He Died with a Felafel in His Hand,2001,1.312959
9178,Kuch Kuch Hota Hai,1998,6.441119
9179,Document of the Dead,1985,0.783454
9180,Venus Beauty Institute,1999,2.725499
9181,Cherry Falls,2000,4.577063
9182,Freeway II: Confessions of a Trickbaby,1999,0.552559
9183,Joseph and the Amazing Technicolor Dreamcoat,1999,2.972002
9184,Style Wars,1983,0.870267
9185,In July,2000,7.202994
9186,Joan of Arc,1999,2.045494
9187,Kirikou and the Sorceress,1998,5.635856
9188,After the Rain,1999,1.268049
9189,The Prophecy 3: The Ascent,2000,7.372901
9190,Taxi 2,2000,6.411782
9191,Pups,1999,0.798845
9192,Peculiarities of the National Fishing,1998,1.740314
9193,Cut,2000,1.137456
9194,Kadosh,1999,0.186495
9195,Essex Boys,2000,6.513748
9196,Picking Up the Pieces,2000,1.856043
9197,Badding,2000,0.142328
9198,The Wedding Waltz,1988,0.121574
9199,Meeting People Is Easy,1998,2.033336
9200,Cruel Intentions 2,2000,4.333637
9201,Adrenaline Drive,1999,0.222935
9202,Humanité,1999,1.087756
9203,Beautiful Joe,2000,1.495537
9204,The Underground Comedy Movie,1999,0.489061
9205,The Shrink Is In,2001,0.802417
9206,Charisma,1999,0.378648
9207,Guest House Paradiso,1999,3.150288
9208,Swimming,2000,0.269612
9209,If These Walls Could Talk 2,2000,2.866914
9210,The Trumpet Of The Swan,2001,0.851599
9211,The 10th Kingdom,2000,3.738876
9212,An Extremely Goofy Movie,2000,10.368424
9213,The Wind Will Carry Us,1999,1.301513
9214,Water Drops on Burning Rocks,2000,2.696909
9215,The Tracker,2002,1.236585
9216,2046,2004,7.157169
9217,Bruiser,2000,3.139191
9218,Taboo,2002,0.97592
9219,Crane World,1999,0.234759
9220,Cremaster 2,1999,0.695043
9221,Running Out of Time,1999,4.075709
9222,The Wog Boy,2000,0.533729
9223,Century of the Dragon,1999,0.794382
9224,Chasing Sleep,2000,1.800665
9225,The Stepdaughter,2000,0.944486
9226,Possible Worlds,2000,0.811769
9227,The Nameless,1999,2.564327
9228,The Debt,1999,0.319215
9229,Female Prisoner #701: Scorpion,1972,2.660108
9230,Female Prisoner Scorpion: Jailhouse 41,1972,1.01857
9231,Bartleby,2001,1.215051
9232,Night of the Day of the Dawn of the Son of the Bride Part 2: In Shocking 2-D,1991,0.022568
9233,Restless,2000,1.744298
9234,Shiner,2000,3.314408
9235,Batman Beyond: Return of the Joker,2000,7.872438
9236,Roberto Succo,2001,0.230554
9237,Suzhou River,2000,1.44948
9238,6ixtynin9,1999,0.948699
9239,Audition,1999,12.799287
9240,The Nine Lives of Tomas Katz,2000,1.170236
9241,For Love or Country: The Arturo Sandoval Story,2000,0.642243
9242,Paragraph 175,2000,1.095428
9243,Devdas,2002,4.641126
9244,Mimic 2,2001,4.88911
9245,Monday,2000,1.089339
9246,Paradise Lost 2: Revelations,2000,1.661741
9247,Dark Prince: The True Story of Dracula,2000,1.821845
9248,Sound and Fury,2000,0.245355
9249,The Hole,2001,4.406514
9250,The Sleeping Dictionary,2003,8.281066
9251,When Strangers Appear,2001,1.006285
9252,Revolutionary Girl Utena: The Movie,1999,2.701511
9253,Speaking of Sex,2001,3.867469
9254,Good Advice,2001,2.695666
9255,Needing You...,2000,1.077559
9256,The Mists of Avalon,2001,9.594656
9257,Spiral,2000,3.379964
9258,The Big Animal,2000,0.228677
9259,Old Men in New Cars: In China They Eat Dogs II,2002,4.003761
9260,Purely Belter,2000,0.529083
9261,The Quickie,2001,1.434499
9262,Kabhi Khushi Kabhie Gham,2001,6.523888
9263,The River,2001,0.072409
9264,Werckmeister Harmonies,2000,7.970312
9265,Asterix & Obelix: Mission Cleopatra,2002,11.117405
9266,Is It Fall Yet?,2000,1.14641
9267,Late Night Shopping,2001,1.448927
9268,Uprising,2001,7.957418
9269,61*,2001,2.07709
9270,The Tunnel,2001,2.577643
9271,Long Time Dead,2002,1.818561
9272,The Laramie Project,2002,2.261527
9273,Run Ronnie Run,2002,2.470705
9274,Gojoe: Spirit War Chronicle,2000,1.451588
9275,A Gentleman's Game,2002,0.332667
9276,Joint Security Area,2000,10.187128
9277,Dagon,2001,5.999625
9278,Ripley's Game,2002,7.743921
9279,Conspiracy,2001,4.633229
9280,Freeze Me,2000,0.36883
9281,The Best Man's Wedding,2000,5.11229
9282,Teknolust,2002,0.531351
9283,A Dog's Will,2000,23.950396
9284,The Accidental Spy,2001,3.136813
9285,The Adversary,2002,2.056752
9286,The Beautiful Country,2004,1.052618
9287,Darkness,2002,5.975404
9288,Mockingbird Don't Sing,2001,0.808884
9289,Blood: The Last Vampire,2000,2.925291
9290,Vacuuming Completely Nude in Paradise,2001,0.804705
9291,Avenging Angelo,2002,4.802734
9292,Southern Comfort,2001,0.313267
9293,Berlin is in Germany,2001,0.222747
9294,Blueberry,2004,7.892626
9295,Electric Dragon 80.000 V,2001,2.238958
9296,The Nugget,2002,0.115117
9297,"Godzilla, Mothra and King Ghidorah: Giant Monsters All-Out Attack",2001,1.7519
9298,Shackleton's Antarctic Adventure,2001,0.507237
9299,The Barber,2001,0.590398
9300,Dirty Deeds,2002,0.954226
9301,Miranda,2002,0.871444
9302,My Little Eye,2002,4.04526
9303,Kung Phooey,2003,0.405229
9304,Stranded,2001,1.440453
9305,Millennium Mambo,2001,3.039627
9306,Martin & Orloff,2002,0.837866
9307,American Psycho 2: All American Girl,2002,4.968814
9308,Double Vision,2002,1.462804
9309,Soft Shell Man,2001,0.115602
9310,Samouraïs,2002,1.944397
9311,Ali G Indahouse,2002,13.994306
9312,Black Plague,2002,0.901805
9313,Dead or Alive 2: Birds,2000,1.147692
9314,Cube²: Hypercube,2002,15.317489
9315,"Milwaukee, Minnesota",2003,0.656954
9316,Pistol Opera,2001,1.177322
9317,Secret Passage,2004,0.482335
9318,Stark Raving Mad,2002,1.425786
9319,Pulse,2001,4.122317
9320,Killing Emmett Young,2002,1.739286
9321,The Lost Battalion,2001,2.953812
9322,Hukkle,2002,0.656484
9323,Carolina,2003,2.537388
9324,Charms For the Easy Life,2002,0.014062
9325,Dog Days,2001,8.682774
9326,Balzac and the Little Chinese Seamstress,2002,1.084138
9327,Dil Chahta Hai,2001,4.558793
9328,My Sassy Girl,2001,5.980499
9329,The Gathering,2003,3.969121
9330,Shot in the Heart,2001,0.498746
9331,Deadline,2001,0.597424
9332,My Wife Is a Gangster,2001,1.787893
9333,Nothing,2003,7.121398
9334,Undertaking Betty,2002,4.002724
9335,Waterboys,2001,2.48931
9336,Absolon,2003,4.113554
9337,Dead or Alive: Final,2002,0.903011
9338,Hell House,2001,0.45788
9339,Fubar,2002,1.308643
9340,The Happiness of the Katakuris,2001,1.870143
9341,Sex Is Comedy,2002,1.562703
9342,The Rage in Placid Lake,2003,1.034794
9343,Stratosphere Girl,2004,1.331185
9344,My Mother Likes Women,2002,1.068925
9345,Dead End,2003,5.327623
9346,Pure,2002,5.682406
9347,Sympathy for Mr. Vengeance,2002,6.314697
9348,Jesus Christ Vampire Hunter,2001,0.836924
9349,Chinese Odyssey 2002,2002,0.961434
9350,The Foreigner,2003,4.266051
9351,The Man of the Year,2003,0.691669
9352,Suicide Club,2001,8.279552
9353,The Third Wave,2003,1.7972
9354,Immortal,2004,9.785721
9355,Tiptoes,2003,9.311904
9356,A Sound of Thunder,2005,4.980191
9357,The Lion King 1½,2004,8.931033
9358,Fear and Trembling,2003,1.693772
9359,Live from Baghdad,2002,2.553649
9360,Planta 4ª,2003,0.685347
9361,Oasis,2002,2.925034
9362,Cremaster 3,2002,0.806208
9363,Herr Lehmann,2003,5.345104
9364,Twin Sisters,2002,1.218377
9365,My House in Umbria,2003,2.734283
9366,Upswing,2003,1.410221
9367,Out for a Kill,2003,3.984204
9368,Bad Boys,2003,2.72426
9369,"Remember Me, My Love",2003,4.996071
9370,Soldier's Girl,2003,2.955559
9371,Tipping the Velvet,2002,2.433306
9372,Bright Young Things,2003,2.466442
9373,Resurrection of The Little Match Girl,2002,0.228888
9374,Alien Hunter,2003,3.081045
9375,Love Object,2003,2.61667
9376,The Animatrix,2003,10.934268
9377,The Brown Bunny,2004,4.735377
9378,Ju-on: The Curse,2000,3.332192
9379,Ju-on: The Curse 2,2000,2.246011
9380,Elina: As If I Wasn't There,2003,0.219561
9381,11:14,2003,14.454722
9382,Alive,2002,1.877915
9383,Springtime in a Small Town,2002,0.802407
9384,Tremors 4: The Legend Begins,2004,10.002295
9385,Wondrous Oblivion,2004,0.336644
9386,Bring It On Again,2004,0.380586
9387,Crimson Rivers II: Angels of the Apocalypse,2004,9.261826
9388,And Starring Pancho Villa as Himself,2003,1.125806
9389,Nicotina,2003,5.003217
9390,Iron Jawed Angels,2004,9.771121
9391,Evil,2003,8.896421
9392,Sniper 2,2002,3.437664
9393,High Roller: The Stu Ungar Story,2003,0.888157
9394,Battle Royale II: Requiem,2003,7.500419
9395,In Hell,2003,5.255138
9396,Lemony Snicket's A Series of Unfortunate Events,2004,12.817945
9397,Naked Weapon,2002,1.689124
9398,Bukowski - Born into This,2003,1.205624
9399,The Green Butchers,2003,6.438965
9400,Pearls and Pigs,2003,0.480027
9401,An Injury to One,2002,0.04201
9402,Addiction - When Nothing Is Enough,2004,3.103836
9403,A Very Long Engagement,2004,10.896295
9404,Last Life in the Universe,2003,6.700563
9405,The Galíndez File,2003,0.9048
9406,Head-On,2004,10.234986
9407,Ghost in the Shell 2: Innocence,2004,9.377699
9408,Kal Ho Naa Ho,2003,5.584308
9409,The Cat Returns,2002,11.639023
9410,In My Country,2004,1.14196
9411,Unstoppable,2004,2.331514
9412,Take My Eyes,2003,5.557675
9413,The Cathedral,2002,0.903483
9414,Blind Shaft,2003,1.337977
9415,The Twilight Samurai,2002,4.281103
9416,The Twins Effect,2003,9.532044
9417,Far Side of the Moon,2003,0.90175
9418,Facing Windows,2003,3.701538
9419,Ginger Snaps 2: Unleashed,2004,3.523822
9420,Salem's Lot,2004,14.098705
9421,Dark Woods,2003,2.342872
9422,Foolproof,2003,7.474007
9423,Belly of the Beast,2003,8.316548
9424,"Easy Riders, Raging Bulls",2003,6.268935
9425,The Book of Fate,2003,0.203204
9426,When the Last Sword Is Drawn,2003,2.525713
9427,Comic Book: The Movie,2004,0.590192
9428,2LDK,2003,0.723046
9429,Trauma,2004,5.221661
9430,Intimate Strangers,2004,6.91026
9431,Down to the Bone,2004,1.325494
9432,A Talking Picture,2003,0.502652
9433,Ju-on: The Grudge,2002,7.614692
9434,Oldboy,2003,10.616859
9435,Red Lights,2004,1.24105
9436,GhostWatcher,2002,0.173751
9437,Ginger Snaps Back: The Beginning,2004,2.522054
9438,Moon Child,2003,0.571698
9439,Illusive Tracks,2003,0.776818
9440,The Black Lapp,2003,1.095434
9441,Lost Embrace,2004,0.776863
9442,One Missed Call,2003,6.703174
9443,Goldfish Memory,2003,1.175971
